vOTUs,W-G-1,W-G-2,W-G-3,W-W-1,W-W-2,W-W-3,Y-G-1,Y-G-2,Y-G-3,Y-W-1,Y-W-2,Y-W-3
W-G-1__100000,7.042444,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100009,6.499635,0,1.437272,5.33186,1.491058,13.292819,4.944892,9.744989,0.628686,0.503934,0.986869,1.895783
W-G-1__100021,46.594949,2.546315,32.806601,0,0,0,0,0,0,0.444545,0,0.418091
W-G-1__100039,6.167988,0,2.126661,0,0,0,0,0,0,0,2.37962,4.675163
W-G-1__100045,5.026834,0,0,0,0,0,0,0,0.443215,0,0,1.633501
W-G-1__100215,3.903397,0,0,0,0,0,0.97078,0,0,0.137406,0,0
W-G-1__100262,10.573192,0.662409,0,0,0,0,0,0,0,0,0,0
W-G-1__1003,6.362105,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100361,7.067914,0,0.171489,0,0,0,0,0,0,0,0,0
W-G-1__100467,5.824973,0,0,16.178342,0,0,0,0,0,0.424743,0.166357,0
W-G-1__100496,7.83934,33.668069,0,0,0,0,0,0,0,0,0,0
W-G-1__100534,1.897259,0.751521,1.13598,0,0,0,17.729921,7.249104,2.689085,0.156194,1.468224,1.939074
W-G-1__100586,6.922356,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100612,4.693156,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100623,5.628552,0,0,0,0,0,0,0,0,0,5.866606,0
W-G-1__100650,10.368817,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100677,31.846879,0.879775,2.346786,0,0,0,0.172246,0,0,0,8.665562,11.487543
W-G-1__100687,5.108368,0.393894,0,0,0,0,0,0,0,0,4.937871,0
W-G-1__100702,10.985396,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100703,36.977138,0,0,0.072529,0,0,0,0,0,0,0,0
W-G-1__100718,19.282687,6.958791,2.206482,0,0,0,0,0,0,0,0,0
W-G-1__100747,4.591153,0,0.589739,0,0,0,0,0,0,0,0,0
W-G-1__100765,5.549576,0,0,0,0,0,0,0,0,0,0,0.560856
W-G-1__100770,6.065575,0,2.540178,0,1.0039,0,0,0,0,0,0.16611,0
W-G-1__100786,51.700484,1.404276,3.204813,0,0,0,0,0,0,3.473148,2.667283,2.305743
W-G-1__1008,10.583782,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100862,5.79245,0,0,0.93535,0,0,0,0,0,0,0,0.646665
W-G-1__10088,27.471299,0,1.525542,0,0,0,0,0,0,0,0,0
W-G-1__100906,132.068934,0,0,0,0,0,0,0,0,0,0,0
W-G-1__100947,6.272896,0,0.676441,0,0,0,7.81965,0.269789,0,0.31623,0,0
W-G-1__100952,11.807132,0,0,0,0,0,0,0,0,0,0,0
W-G-1__101030,3.258671,0,0.151401,0,0,0,0,0,0,267.119,34.236228,58.845127
W-G-1__101034,12.83095,0,2.923197,0,0,0,0,0,0,12.015482,22.217441,4.510489
W-G-1__101038,9.364302,0,31.599,0.692944,0,0,2.599174,0.057944,0,0,0.066503,0
W-G-1__10104,17.193965,0,0,0,0,0,3.936785,0,0,0,0,0
W-G-1__101066,4.879596,0,0.456661,0,17.686691,2.252533,0,0,0,0,0.278716,0
W-G-1__101086,4.88098,0,0,0,0,0,0,0,0,0,0,0
W-G-1__101141,257.417521,1.467128,0,0,0,0,0,0,0,0,0,0
W-G-1__101169,12.068988,0.139976,2.96218,0,0,0,0,0,0,0,0,0
W-G-1__101189,10.499973,0,0,0,0,0,0,0,0,0,0,0
W-G-1__101197,7.829519,2.094052,0.230006,0,0,0,0,0,0,0,0,0
W-G-1__10129,8.754031,0,5.295626,0,0,0,0,0,0,0,0,0
W-G-1__101312,5.80958,5.580867,2.869499,0,0,0,4.489357,5.059707,1.189104,0,0,0.265608
W-G-1__101334,13.29441,51.665018,0,0,0,0,40.484273,4.037607,235.21452,0,0,0
W-G-1__101347,15.849901,0,0.07902,0,0,0,0,0,0,0.314001,7.270508,29.705311
W-G-1__101376,5.441146,0,0,0,0,0,0,0,0,0.132252,0,0
W-G-1__101400,7.954766,0,0,0,0,0,0,0,0,0,0,0
W-G-1__101454,13.485876,0,0,0,0,0,0,0,0,0,0,4.776286
W-G-1__101526,4.274819,0,5.53173,0,0,0,4.186987,0.275781,0,0,0,0
W-G-1__101531,9.721537,0,0,0,0,0,0,0,0,0.218114,0.106785,3.07702
W-G-1__101560,16.091012,0.068098,0.678166,0,0,0,0,0,0,0,0,0
W-G-1__101568,20.851633,0,1.188233,0,0,0,0,0,0,0.666586,0.13054,0
W-G-1__101584,5.008367,7.598411,0,0,0,0,1.464407,0,26.117266,0,0,0
W-G-1__101595,18.179155,0,0.600715,0,0,0,0,0,0,0,0.916593,0
W-G-1__101617,81.272733,0,0,0,0,0,0,0,0,0,0,0
W-G-1__10162,7.666474,0,10.699168,0,0,0.798275,2.494431,1.004048,4.845165,0.176533,0.691419,0.664111
W-G-1__101676,223.26884,0,0,0,0,0,0,0,0,0,0,0
W-G-1__101681,42.076402,1.196924,0,0,0,0,0,0,0,0,0,0
W-G-1__101745,4.80701,0,0,0,0,0,0,0,0,0,0,0
W-G-1__10175,4.095392,0,0.175353,0,0,0,0,0,0,0,0,0
W-G-1__101812,7.404408,0,4.064285,0,0,0,0,0,0,0,1.132436,1.55387
W-G-1__101862,12.381366,0,10.138808,0,0,0,0,0,0,0,0,0
W-G-1__101900,5.900099,4.824782,0,0,0,0,0,0,0,0,6.740118,0
W-G-1__101950,6.424373,0,6.131067,0,0,0,0,0,0,0,0,0
W-G-1__102005,90.335517,10.914235,0.391913,0,0,0,0,0,0,0,2.391982,2.642135
W-G-1__102022,9.59482,0,0.818435,0,0,0,0,0,0,0.025507,0,0
W-G-1__102040,5.055085,0,0,0,0,0,0,0,0,0,0,0
W-G-1__10206,31.219786,16.03807,28.631415,0,0,0,0,0,0,0,0,0
W-G-1__10207,7.121619,0,0,0,0,0,0,0,0,0,0,0
W-G-1__102090,6.891822,0,0.20902,0.443088,1.445616,9.721011,0.230121,0,0.182858,0,0.478396,1.194704
W-G-1__102101,16.492255,1.474897,2.54214,0,0,0,0,0,0,0.231083,2.521278,0.062095
W-G-1__102186,8.566462,0,0,0,0,0,0,0,0,0,0,0
W-G-1__102216,3.405026,0,63.15307,0,0,0,0,0,0,0,0,0
W-G-1__102279,6.749207,0,0.156788,0,0,0,0.086308,43.897785,4.869285,0,0.358849,0
W-G-1__102302,3.458724,0,0,0,0,0,0,0,0,0,0,0
W-G-1__1024,9.237544,0,23.971223,0,0,0,0,0,0,0.032295,0.790551,0
W-G-1__102437,4.771823,0,0,0,0,0,0,0,0.118387,0,0,0
W-G-1__102457,3.603949,0,0,0,0,0,0,0.171987,0.188624,0.251992,0,0.189597
W-G-1__102610,11.20374,0,0,0.252987,0,0,0,0.190392,0,0,0,0
W-G-1__102613,8.064591,0,0,0,0,0,0,3.21694,8.232297,1.633972,0.246143,0
W-G-1__102616,35.270872,0,0,0,0,0,0,0,0,0,0,0
W-G-1__102744,4.111598,0,0,0,0,0,0,0,0,0,0,0
W-G-1__102784,7.056129,0,0,0,0,0,0,0,0,0,0,0
W-G-1__102880,9.722249,0,0,0,0,0,0,0,0,0,0,0
W-G-1__102884,9.115053,0,1.132279,0,0,0,0,0,0,0,0,0
W-G-1__102904,21.279237,0,1.205887,0,0,0,0,0,0,0,0,0
W-G-1__102984,13.820135,0.835974,3.017862,0,0,0,0,0,0,0,0,0
W-G-1__103,3.462304,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103053,3.96292,0,0,0,0,0,4.763654,7.96478,1.747049,0,0,0
W-G-1__103064,21.882602,5.446125,62.852327,0,0,0,0,0,0,0,0,0.019231
W-G-1__103071,4.495437,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103107,8.246954,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103109,25.874477,0,0,0.560437,0,0,0,0,0,0,0,0
W-G-1__103121,4.729381,0.67267,77.874248,0,0,0,0,0,0.244182,0,18.909523,0
W-G-1__103171,9.402738,0,2.623092,0,0,0,0,0,0,0,0,0
W-G-1__103179,19.64069,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103304,15.121486,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103317,8.117576,0,0,0,0,0,0,0.098192,0,0,0.056348,0
W-G-1__1034,9.856856,2.998416,10.575436,0,0,0,0,0,0.54422,72.937357,115.042928,196.491681
W-G-1__103426,1.460839,0,5.493874,0,0,0,0,0,0,0,0,0
W-G-1__103482,47.164576,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103513,13.581857,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103560,8.832896,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103562,5.865039,0,0.222092,0,0,0,0,0,0.064764,0.138435,0,0.39059
W-G-1__103583,31.06195,0,0,0,0,0,0,0,0,0.353309,0.216217,0.415355
W-G-1__103595,6.539184,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103596,9.209098,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103659,8.032763,0,0.052518,0,0,0,0,0,0,0,0.19232,0.230905
W-G-1__103665,15.828501,0,0,0.32349,0,0,0,0.121726,0,0,0,0
W-G-1__103672,92.992632,0.538671,0,0,0,0,0,0,0,0,0,0
W-G-1__103707,4.804923,0,2.351738,0.383484,0,4.589094,1.194991,0,2.373896,0.338282,0,0.318152
W-G-1__103746,11.805798,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103755,8.522618,0.067042,0,0,0,0,0,0,0,0,0,0
W-G-1__103795,11.823341,0,2.084706,0,0,0,0,0,0,0,0,0
W-G-1__103812,38.900946,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103928,5.4538,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103941,10.636116,0,0,0,0,0,0,0,0,0,0,0
W-G-1__103981,210.345867,1.399517,0,0,0,0,0,0,0,0,0.184032,0
W-G-1__104078,14.763555,0.181106,6.988817,0,0,0,10.921003,0.899157,0,0,0,0
W-G-1__104081,7.581763,0,2.897312,0,0,0,0,0,0,0,0,0
W-G-1__104134,70.25752,0,0,0,0,0,0,0,0,0,0,0
W-G-1__104165,7.876398,0,0,0,0,0,0,0,0,0,0,0
W-G-1__104167,1.406253,0,0,0,0,0,0,0,0,0,0.992229,9.848086
W-G-1__104168,4.586839,0,0,0,0,0,0,0,0,0,0,0
W-G-1__10417,5.806584,0,0,0,0,0,0,0,0,0,0,0
W-G-1__104252,7.501234,0,0,0,0,0,0,0,0,0,0,0
W-G-1__104277,7.243383,2.665662,12.056437,0,0,0,0,0,0,0.723925,0.810106,1.361692
W-G-1__104292,19.796983,2.146531,12.310553,3.236754,0,1.412167,4.7279,3.806111,0.918344,1.918357,1.659972,1.930075
W-G-1__10430,20.480123,0,0.440971,0,0,0,0,3.869248,0,0,0,0.032314
W-G-1__104380,27.808811,21.799101,0,0,0,0,71.774058,9.06302,121.882223,0,0,0
W-G-1__104393,3.3937,0.305293,0.285028,0,0,0,0,0,0,1.199231,1.391698,3.926651
W-G-1__104445,7.9842,0,0,0,0,0,0,0,0,0,0,0
W-G-1__104485,12.9781,0,3.781844,0.507397,0,0,0.158112,0,0,0.649004,0.306785,2.357344
W-G-1__104487,6.995321,0,0,0,0,0,0,0,0,0,0,0
W-G-1__1045,18.235019,0,0.517133,0,0,0,0,0,0,0,0,0
W-G-1__104510,5.281134,0,0.048455,2.259757,10.455775,4.097296,0,0.309208,0,0.135913,0.088721,0.170434
W-G-1__10454,3.898544,0.112112,3.837889,0,0,0,0,0,7.508611,0,0,0
W-G-1__104544,6.473105,0,0,0,0,0,0,1.002238,0,0.146845,11.790446,0
W-G-1__10456,153.363485,0,0,0,0,0,0,0,0,331.124475,0,9.812276
W-G-1__104660,50.387073,1.498116,1.198861,0,0,0,3.373043,5.950284,0,0,0,0
W-G-1__104664,26.419072,0.74832,0.401521,1.191621,1.288519,1.052519,1.573715,0.563695,0.182657,0.082591,0.205852,0.183599
W-G-1__104669,23.701441,3.969194,10.524702,0,0.107123,0.065486,0,0,0,0.481521,1.488911,3.629744
W-G-1__104705,13.062014,0,0,0,0,0,0,0,0,0,170.069145,0.367496
W-G-1__104796,9.974509,0,0.522327,0,0,0,0,0,0,0,0,0
W-G-1__10484,4.952082,0,0,0,0,0,0,0,0,0,0,0
W-G-1__104853,22.083464,0,0,0,0,0,0,0,0,0,0,0
W-G-1__10498,6.002741,0,33.956966,0,0,0,0,0,0,0,0,0
W-G-1__105006,8.395279,9.447492,0,0,0,0,0,0,0,0,0,0
W-G-1__105023,15.929799,0,0,0,0,0,0,0.114579,0,0,0,0
W-G-1__105065,2321.61415,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105094,4.044171,0,0,0,0,0,0,0,0,0,11.642286,0.310624
W-G-1__10510,19.218586,0,0.101862,0,0,0,0,0,0,0,0,0
W-G-1__105141,70.610032,0.24145,2.705071,0,0,0,0,0,0,0,0,1.057194
W-G-1__105142,5.019013,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105170,5.001471,0,5.027386,0,0,0,0,0,0,0.810433,0.634839,3.353709
W-G-1__105246,6.123065,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105348,2.294652,0,2.418989,0,0,0,0,0,0,0,0,15.345664
W-G-1__105373,26.235517,1.341757,11.524754,0,0,0,16.733694,19.718226,7.452082,0,0,0
W-G-1__105395,5.814689,0,0,0,0,0,0,0.648212,0,0,0,0
W-G-1__105431,6.219946,0,3.278489,4.302289,3.88706,4.620432,0,0,0,3.284279,0.42878,2.882917
W-G-1__105438,5.620815,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105527,8.927444,0,0,0,0,0,0,0,0,0,0,0
W-G-1__10554,6.835716,0,0,0,0,0,0,0,1.714763,0,0,0
W-G-1__10555,49.572282,0.247866,7.662318,0,0,0,0,0,0,0,0,0.813963
W-G-1__105594,23.756344,0,0.08845,0,0,0,0,0,0,0,0.769275,0
W-G-1__105614,6.17038,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105690,8.097139,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105697,15.234988,0,0.21923,0,0,0,0,0.524621,0.095895,0,0,0.024097
W-G-1__10571,65.74912,2.481524,43.381227,0,0,0,0,0,0,3.045188,43.465824,1.712481
W-G-1__105813,6.39018,0,0,0,0,4.295901,60.257644,23.125985,14.57783,0,5.209205,2.620862
W-G-1__105815,452.114998,12.712411,11.828187,0,0,0,0,0,0,0,0.073916,4.117817
W-G-1__105817,6.078976,0,0,0,0,0,0,0.735324,0,0.430951,0,0
W-G-1__105825,8.024161,0,0,9.045427,0,1.535393,0,0,0,0,0,0
W-G-1__105834,8.828708,0.354671,0.294336,0,0,0,0,0,0,0,0,0.064706
W-G-1__105842,13.423985,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105878,34.093965,20.234285,28.754632,0,6.474881,0,37.792592,16.713581,2.827554,0,0,2.646125
W-G-1__105879,27.702303,0,0.146353,0,0,0,0,0,0,0,0,0
W-G-1__105893,7.101206,0,1.03378,0,0,0,0,0,0,0,0,0
W-G-1__105894,9.214297,0,2.775309,0.29416,0,0.586694,0.152774,10.183397,1.820947,0,0,0.244045
W-G-1__105927,5.661069,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105947,4.447689,0,0.787483,0,0,0,0,0,0,0.797639,0.480628,0
W-G-1__105956,252.254608,0,0,0,0,0.240592,0,0,0,0,0,0
W-G-1__105986,40.278255,0,0,0,0,0,0,0,0,0,0,0
W-G-1__105997,8.948161,0,1.847402,0,0,0,0,0,0.497282,0.465039,0.45535,0.124962
W-G-1__106025,12.362707,0,0,0,0,0,0,0,0,0,0.153192,1.324273
W-G-1__106077,28.067449,6.181888,13.374457,0,0.024358,0.372262,0.009694,0,0,0,0.983416,1.896893
W-G-1__106080,22.118599,0,0,0,0,0,0,0,0,3.257765,1.099962,3.850423
W-G-1__106141,26.840289,7.264801,4.532447,0,0,0,0,0,0,0,1.946905,1.520564
W-G-1__106171,8.746619,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106178,6.800027,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106216,12.465828,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106225,16.28419,0,6.130914,0,0,0,0,0,0,0.214961,2.104824,0.269559
W-G-1__10627,51.726693,2.005278,0,0,0,0,206.705197,61.868269,77.83601,0,0,0
W-G-1__106272,7.486188,0,1.228724,0,0,0,0,0,0,0,0.489086,1.127447
W-G-1__106281,29.117147,0.050273,20.902038,0,0,0,0,0,0,0.14628,3.065174,3.439384
W-G-1__106291,7.656981,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106292,9.928481,4.471807,13.477085,0,0,0,0,0,0,42.664761,57.936344,64.278712
W-G-1__106316,19.062686,0,21.540124,0,0,0,0.145488,0,30.867163,0,0,5.810173
W-G-1__106329,5.20588,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106333,28.696203,0,0,0,0,0,0,0,0,0,0.394283,0
W-G-1__106346,7.029778,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106427,238.039912,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106463,5.323275,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106504,11.589896,0,0.045683,0,0,0,0,0,0,0,0,3.012844
W-G-1__106509,8.999406,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106510,17.343056,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106518,5.651207,0,0,0,0,0,0.187395,0.678866,1.042349,0,0,0.149675
W-G-1__106521,6.029182,0,3.806963,0,0,0,0,0,5.065066,0.370775,0.50827,0
W-G-1__106544,4.408147,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106551,10.306934,0,75.681993,0,0,0,0,0,0,0,0,0
W-G-1__1066,8.353874,2.52661,0,0,0,0,7.791074,15.55472,3.026666,0,0,0
W-G-1__106626,5.887584,0,0,0,0,0,0,0,0,0,0,0
W-G-1__106640,50.495425,0,0,0,0,0,0,0,0,0.075034,0,0
W-G-1__106736,93.214523,0,7.433184,0.422066,0,0,0,0.105879,0,0.062053,6.258256,37.262866
W-G-1__106869,22.20179,1.30743,1.126746,0,0,0,0,0,0,1.331491,0.773654,0.165133
W-G-1__106872,23.055785,0,0,0,0,0,0,1.332313,0,0,0.546115,2.727636
W-G-1__106939,4.114736,3.026927,0,0,0,0,0,0,0,0,0,0
W-G-1__10705,137.593957,4.071391,5.043807,0,0,0,0,0,0,0.820151,3.301483,20.312106
W-G-1__107051,17.358854,75.119999,0,0,0,0,146.145475,6.353197,283.742955,0,0,0
W-G-1__107052,7.158529,0,0,0,0,0,0,0,0,0,0,0
W-G-1__10709,1.776976,9.005145,5.001313,0,0,0,0,0,0,0.241869,0,4.549522
W-G-1__107100,30.218875,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107120,23.493845,0,4.683069,0,0,0,0,0,0,0,0,0
W-G-1__107128,4.368815,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107161,25.316911,0,12.35923,0.100767,0,0.200978,0.052334,0.379177,0.041586,0,0.087038,0
W-G-1__107183,7.129647,0,0.486525,0,0,0,0,0,0,0,0,1.14086
W-G-1__1072,53.401086,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107267,4.378275,0,0,0,0,0,0,2.542099,0,0.331077,0.16209,1.868255
W-G-1__10729,16.914267,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107308,17.445677,1.505499,2.374917,0,0,0,0,0,0,0.483375,4.792204,6.520821
W-G-1__107309,31.17411,37.77619,6.941754,0,0,0,0,0,0,13.033169,2.870085,26.582743
W-G-1__107320,4.981697,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107358,6.666276,0,0,0,0,0,0,0,0,0,0.929785,0
W-G-1__107404,6.665877,0,0.171248,0,0,0,0,0,0,0,0,0
W-G-1__107455,72.492612,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107468,14.258867,0,0,2.67586,0,8.301895,0,0.223755,0.858899,0,0,0
W-G-1__10747,9.123513,0,0.478419,0,0,0,0,0,0,0,0,0
W-G-1__107482,14.006578,0,0.124332,0,0,0,0,0,0.10877,0.348745,0,0
W-G-1__107535,18.406143,3.355487,0.980316,0,0,0,0,0,0,0,2.068108,0.074959
W-G-1__107543,36.62639,0,0,0,0,0,0,0,0,2.506884,0,3.411148
W-G-1__107552,39.179713,0,95.202323,0,0,0,0,0,0,22.105247,57.622662,178.834169
W-G-1__10761,7.419207,0,1.485389,5.858191,0,0,0.266218,2.920795,0,0.339128,0,0
W-G-1__107613,5.820624,0,0,0,0,0,0.32046,0,0,0,0,0
W-G-1__107653,12.39901,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107732,46.139949,2.889803,2.608044,0,0,0,0,0,4.956582,0.056057,1.976002,1.581632
W-G-1__10777,9.483707,0.378098,2.274884,0,1.736104,0,0,0,0,0.220032,0.287264,0
W-G-1__107819,4.675365,0,0,0,0,0,676.51397,131.063995,36.144918,0,0,0
W-G-1__107824,7.10671,0,0,3.531326,0,5.18968,0,0,0,0,0,0
W-G-1__107830,4.425913,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107847,20.411762,1.089756,6.201399,0,0,0,0,0,0,0,0,0
W-G-1__107906,108.41807,0,0.199284,0,0,0,0,0,0,0,0,0
W-G-1__107914,4.300286,0,0,0.311033,0,0,0,0.234077,0,0.205778,0.805963,0.77413
W-G-1__107987,3.838915,0,0,0,0,0,0,0,0,0,0,0
W-G-1__107990,32.401072,1.791737,14.68347,0,0,0,0,0,0,1.549556,1.049328,1.661647
W-G-1__108012,35.976252,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108028,3.54495,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108035,4.520498,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108043,9.330116,0.650339,7.690809,0,0,0,0,0,0,24.284604,8.523254,35.831302
W-G-1__108050,6.9195,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108070,6.271493,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108111,6.73799,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108140,4.787836,0,0.565138,0,0,0,0,0.225397,0,0,0,0
W-G-1__108169,129.800843,0,0.067996,0,0,0,0,0,0,0.047681,0.498005,0.508232
W-G-1__108236,4.838849,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108257,309.185588,0,0.492144,0,0,0,0,0,0,0,0,0
W-G-1__108274,11.820477,0,0,0,0,0,0,0,0,5.697561,1.851498,0.140398
W-G-1__108325,15.131945,0,0,0,0,0.24424,0.127199,0,0,0,0,0
W-G-1__108326,10.458424,0,65.841421,0.134853,0,0,0,0,0,0,0,0
W-G-1__108357,30.174151,0,0,0,0,0.963117,0,0,0.149463,0,0,0
W-G-1__108378,5.812039,0,1.44457,0.218732,0.570906,0,0,0,0,0.096475,9.540937,8.982643
W-G-1__108416,29.49669,0.645175,13.93431,0,0,0,46.155594,0.064063,19.778312,0,1.764641,48.800302
W-G-1__10844,5.316541,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108488,1181.14521,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108549,7.089059,0,1.000873,0,0,0,0,0,0,0,0,0
W-G-1__108585,5.993902,0,0,0,0,0,0,0,0,0,0,0
W-G-1__108635,5.287246,49.184925,0,0,0,0,83.200179,3.907097,516.042026,0,0,0
W-G-1__108678,11.883506,0,0.461191,0,0,0,0,0,0,0,0.056296,0
W-G-1__108778,283.239343,0,0.140985,1.793189,0,0,0,0,0.925037,14.401164,111.970003,546.974393
W-G-1__108800,4.824276,0,0.234103,0,0,0,1.288678,0,5.63202,0.05472,0.107161,0
W-G-1__108817,8.923498,0,0.52951,0.448989,0.732434,0.559686,1.923783,1.098174,4.910267,0.148525,0.581721,0.791556
W-G-1__108868,17.555588,2.932949,0.684565,0.483721,0.631273,2.894307,7.411106,20.750165,0.698692,0.213352,5.640481,3.511476
W-G-1__108901,53.102125,0,1.833321,0,0,0,0,0,0,23.462036,45.456893,40.873917
W-G-1__108943,6.602348,0,0,0,0,0,0,0,0,0.05106,0,0
W-G-1__108956,5.982485,3.148337,4.735618,0,0,0,0,0,0,0,0.149499,0.143594
W-G-1__10898,25.978734,2.875194,0,0,0,0,0,0,0,0,2.129847,0
W-G-1__109028,59.715941,0,0.305191,0,0,0,0,0,0,0,0,0
W-G-1__109101,167.344696,0,0,0,0,0,0,0,0,0,0,3.482444
W-G-1__109132,6.158924,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109141,39.978215,269.649313,0,0,0,0,188.041088,17.298122,1872.17293,0,0,0
W-G-1__109150,7.609301,0.55234,4.125402,0,0,0,0,0,0,1.178581,1.049115,0
W-G-1__10921,27.422818,0,5.452706,0,0,0,0,0,0,0,0,0
W-G-1__109235,11.117892,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109342,5.973108,1.842287,6.521649,0,0,0,0,0,0,0,0.065611,1.638505
W-G-1__109367,6.551746,0,0.213535,0,0,0,0.117546,0,0,0,0,0.187771
W-G-1__109377,17.408373,1.291625,0,0,0,8.982953,0,0.183219,1.105185,0,0.105142,0.504947
W-G-1__109404,5.11529,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109416,12.891254,2.961331,9.550977,23.443297,10.198118,20.19054,10.884108,24.860476,49.253498,1.958331,4.755474,9.135306
W-G-1__109468,1101.86561,1.768965,0.734018,0,0,0,0,0,0,0,0,0
W-G-1__109517,7.645665,25.198309,0,0,0,0,22.651388,0.538085,8.556969,0,0,0
W-G-1__10960,5.502393,0,0,0,0.210381,0,6.279293,0.121321,27.47619,6.790287,0,0.133743
W-G-1__109622,13.09105,0,0.261462,0,0,0,0,0,0,0,9.654555,0
W-G-1__109623,9.027158,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109680,19.140861,8.346786,0,0,0,0,0,0,0,0,0,0
W-G-1__109682,29.057393,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109687,16.337266,0.122999,0.842119,11.197767,0,0,4.129947,3.419732,4.018432,0,0,0
W-G-1__109733,293.141744,36.730599,19.616732,0,0,0,0,0,0,0,0.135031,0
W-G-1__109757,23.579884,0,3.508735,2.789226,0.121335,0.556304,14.437756,3.7784,7.904105,0.102519,0,2.584008
W-G-1__109827,7.894413,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109830,16.696674,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109881,11.167305,0,0,0,0,0,0,0,0,0,0,0
W-G-1__109922,7.547205,220.804334,0,0,0,0,78.420431,4.901933,454.404076,0,0,0
W-G-1__109928,20.048607,0,8.453982,0,0,0,0,0,0,2.399525,1.24387,0
W-G-1__110012,42.401421,0,0.065389,0,12.843606,0,77.317244,0,0.514839,0.061137,0,0
W-G-1__110075,13.667006,0,0.968969,0,0,0,0,0,0,0,0,0
W-G-1__110085,14.99045,0,0,0,0,0,0,0,0,0,0,0
W-G-1__110130,33.683219,0,1.422809,0,0,0,0,0,0,0,0,0
W-G-1__110137,2210.36321,0,32.385873,0,0,0,0,0,0,53.64998,477.341822,0
W-G-1__110148,4.952017,0,1.875824,0.233908,0,0.233262,0,0,0,0,1.919358,0.097029
W-G-1__110178,178.273787,7.070917,45.510659,0,4.150662,0,0,0,0,0.28056,3.662865,0
W-G-1__110189,8.972762,0,0,0,0,0,0,0,0,0,0,0
W-G-1__110217,4.880377,0,0,0,0,0,0,0.523131,0,0,0,0
W-G-1__110243,5.037882,0,0,0,0,0,0,0,0,0,0,0
W-G-1__110273,23.091986,0,0,0,0,4.026359,0,0,0,0,0,0
W-G-1__110307,10.557638,0,0,0,0,0,3.396151,0,0,0,0.297272,0
