vOTUs,W-G-1,W-G-2,W-G-3,W-W-1,W-W-2,W-W-3,Y-G-1,Y-G-2,Y-G-3,Y-W-1,Y-W-2,Y-W-3
W-G-2__39301,0,38.96134,0,0,0,0,0,0,0,0,0,0
W-G-2__39369,0,235.289248,0,0,0,0,0,0,0,0,0,0
W-G-2__39375,0,70.459238,0,0,0,0,0,0,0,0,0,0
W-G-2__39465,0,79.144443,0,0,0,0,0,0,0,0,0,0
W-G-2__3951,0,17.150474,0,0,0,0,0,0,0,0,0,0
W-G-2__39512,6.207464,7.25941,8.333849,0,0,0,0,0,0,3.684769,2.895591,11.831254
W-G-2__39531,0.419919,35.625668,0.500163,1010.78292,23.983789,2.819552,4.864115,12.89987,0.291706,0.272792,5.494798,1.026234
W-G-2__39540,0,49.62417,0,0,0,0,0,0,0,0,0,0
W-G-2__39555,1.081579,28.93387,6.199757,0,0,0,0,0,0,0,0,0
W-G-2__39579,0,87.991015,0,0,0,0,0,0,0,0,0,51.405442
W-G-2__39634,1.802429,21.826722,0,0,0,0,12.440599,0.405104,34.099394,0,0,0
W-G-2__39643,0,94.442889,0,0,0,0,0,0,0,0,0,0
W-G-2__39665,0,166.223759,0,0,0,0,0,0,0,0,0.04808,0
W-G-2__39684,0,70.674973,0,0,0,0,0,0,0,0,0,0
W-G-2__39688,0,493.990552,0,0,0,0,0,0,0,0,0,0
W-G-2__39710,0,35.816639,0,0,0,0,0,0,0,0,0,0
W-G-2__39723,0,17.561431,0,0,0,0,0,0,0,0,0,0
W-G-2__39749,0,20.548587,0,0,0,0,0,0,0,0,0,0
W-G-2__40016,0,18.537711,0,0,0,0,0,0,0,0,0,0
W-G-2__40029,3.980271,117.647441,1.874659,0.842962,1.728723,0.960723,0.500341,2.809464,4.920036,0.026557,0.6761,0
W-G-2__40070,0,16.138409,0,0,0,0,0,0.416229,0,0,0,0
W-G-2__40135,0,4.366734,0,1.200317,3.446206,0,0,0,0,6.51182,1.969867,0
W-G-2__40170,0.495041,42.605867,0.844537,0,0,0,0,0,0,1.31078,2.226743,1.604097
W-G-2__40183,746.392273,37.161834,171.930567,0,0,0,0,0,0,10.918734,26.210798,88.247042
W-G-2__40256,0,35.985859,0,0,0,0,0,0,0,0,0,0
W-G-2__40286,0.225602,92.012006,34.731165,0.261079,0,0,0.271187,0,1.616167,0,0.112753,0
W-G-2__40321,0,51.16198,0,0,0,0,0,0,0,0,0,0
W-G-2__40494,0,14.649154,0,0,0,0,0,0,0,0,0,0
W-G-2__40553,0,65.487841,0,0,0,0,0,0,0,0,0,0
W-G-2__40556,0,10.950738,0,0,0,0,0,0,0,0,0,0
W-G-2__40586,0,44.926683,0,0,0,0,0,0,0,0,0,0
W-G-2__40592,0,65.372212,0,0,0,0,0,0,0,2.737945,0,0
W-G-2__4060,0.32416,16.206244,0,0,0,0,0,0,0,0.082729,7.938555,9.025529
W-G-2__40651,2.230157,571.867173,13.527577,0,0,0,0,0,0,44.571682,6.340874,23.410116
W-G-2__40660,0,44.481092,0,0,0,0,0,0,0,0,0,0
W-G-2__40684,129.865822,7.158217,8.910735,0,0,0,0,0,0,0,7.342014,0
W-G-2__40705,0,23.226055,0,0,0,0,0,0,0,0,0,0
W-G-2__40724,0,38.599519,0,0,0,0,0,0,0,0,0,0
W-G-2__40732,0,812.329396,0,0,0,0,0,0,0,0,0,0
W-G-2__4076,11.859369,6.765421,6.456693,0,0,0,0,0,0,0,0.321256,0.246854
W-G-2__40767,0,14.240855,0,0,0,0,0,0,0,0,0,0
W-G-2__40817,0,309.983201,0,0,0,0,0,0,0,0,0,0
W-G-2__40822,0,62.520169,0,0,0,0,0,0,0,0,0,0
W-G-2__40856,637.7386,307.879835,175.636284,0,0,0,0,0,0,440.619375,109.510083,311.165217
W-G-2__40929,0,1146.02292,0,0,0,0,0,0,0,0,0,0
W-G-2__40933,0,280.840876,0,0,0,0,0,0,0,0,0,0
W-G-2__40935,19.427991,7.294828,7.661919,0,0,0,0,0,0,0,0,0
W-G-2__40963,0.071831,33.895476,0,0.166253,0,1.823732,0.431724,0,0.274444,0,0,0
W-G-2__41006,0,32.371616,5.897127,0,0,0,0,0,0,0,0,0
W-G-2__41014,1.342354,27.258065,0,0,0,0,0,0,0,0,0,0
W-G-2__41021,16.033277,6.696554,1.333767,0,0,0,0,0,0,0,2.594766,0
W-G-2__41138,0,54.909505,0,0,0,0,0,1.045169,0,0,0,0
W-G-2__41187,0,24.487066,0,0,0,0,0,0,0,0,0,0
W-G-2__41228,0,694.588734,0,0,0,0,0,0,0,0,0,0
W-G-2__41236,0,64.402904,0,0,0,0,0,0,0,0,0,0
W-G-2__41315,0,47.769297,0,0,0,0,0,0,0,0,0,0
W-G-2__41326,0,167.408758,0,0,0,0,0,0,0,0,0,0
W-G-2__41333,0,105.950427,0,0,0,0,0,0,0,0,0,0
W-G-2__41350,0,83.100361,4.173594,0,0,0,0,0,0,0,0,0
W-G-2__41356,0,45.451855,0,0,10.966744,0,0,5.74929,0,0,0.494893,0
W-G-2__41461,0,68.532303,0,0,0,0,0,0,0,0,0,0
W-G-2__41481,3.464458,45.420131,4.778042,0,0,0,0,0,0,0,0,0
W-G-2__41508,0,16.927153,0,0,0,0,0,0,0,0,0,0
W-G-2__41560,0,20.037868,0,0,0,0,0,0,0,0,2.253549,0
W-G-2__41599,0,19.380381,0,0,0,0,0,0.271042,0,0,0,0
W-G-2__41607,0,25.78957,0,0,0,0,0,0,0,0,0,0
W-G-2__4166,0,119.698326,0,0,0,0,0,0,0,0,0,0
W-G-2__41671,0,77.853227,0,0,0,0,0,0,0,0,0,0
W-G-2__41694,0,131.018064,0,0,0,0,0,0,0,0,0,0
W-G-2__417,0,34.265458,0,0,0,0,0,0,0,0,0,0
W-G-2__41718,0,26.041459,0,0,0,0,0,0,0,0,0,0
W-G-2__41745,0,22.650536,0,0,0,0,0,0,0,0,0,0
W-G-2__41808,0,72.617098,0,0,0,0,0,0,0,0,0,0
W-G-2__4184,0,44.129004,0,0,0,0,0,0,0,0,0,0
W-G-2__4186,0,698.654291,0,0,0,0.14659,0,0,0,0,0,0
W-G-2__41860,0,33.543926,0,0,0,0,0,0,0,0,0,0
W-G-2__41879,0,827.043928,0,0,0,0,0,0,0,0,0,0
W-G-2__41918,0.079653,53.375516,2.609028,4.424564,0,0,0.191494,0,0,0,0.636952,0.152949
W-G-2__41920,0,33.515762,0,0,0,0,0,0,0,0,0,0
W-G-2__41938,0,26.211745,7.99979,0,0,0,0,0,0,0.706739,0.173004,0
W-G-2__42082,0,293.38798,0,0,0,0,0,0,0,0,0,0
W-G-2__42083,0,14.073843,6.901616,0,0,0,0,0,0,0,0,0
W-G-2__42106,0,16.961773,0,0,0,0,0,0,0,0,0,0
W-G-2__42107,0.044957,53.627069,0,0,0,0,0,0,0,0,0,0
W-G-2__42110,0,120.805357,0,0,0,0,0,0,0,0,0,0
W-G-2__42160,0,138.540917,0,0,0,0,0,0,0,0,0,0
W-G-2__4218,9.880447,90.908233,0.428655,0.605785,0.790571,103.00095,0.314619,0,3.750013,0,0,3.01548
W-G-2__42186,2.789442,12.546746,1.561852,0,4.75288,0,0,0,0,0.14603,3.288719,0.13734
W-G-2__42191,0,279.966408,0,0,0,0,0,0,0,0,0,0
W-G-2__42203,0.315263,17.144019,0,0,0.317419,0.242554,0.505285,0.183047,0,0,0.210086,0
W-G-2__42239,0.218795,65.094144,0,0,0,0,0.736412,0,0,0,0,0
W-G-2__4224,0.055038,58.315181,0.060093,0,0,0,0,0,19.398788,0,0,0
W-G-2__42249,50.343671,34.451989,63.228561,0,0,0,0,0,0,99.696494,158.732306,401.85412
W-G-2__42296,0,29.233273,2.258711,0,0,0,0,0,0,0,0,0
W-G-2__42372,0,72.592747,0,0,0,0,0,0,0,0,0,0
W-G-2__42386,3.986927,13.164905,0,0,0,0,10.007893,0,157.256428,0,0,0
W-G-2__42391,0,36.742622,0,0,0,0,0,0,0,0,0,0
W-G-2__42394,0,47.194957,0,0,0,0,0,0,0,0,0,0
W-G-2__42408,34.280501,59.935851,0,5.073723,0,0,0,0.263336,23.032574,0,0,0.072575
W-G-2__42425,0,27.022383,0,0,0,0,0,0,0,0,0,0
W-G-2__42471,0,42.570681,0,0,0,0,0,0,0,0,0,0
W-G-2__42500,0,20.141828,0,0,0,0.495363,0.644958,0,0,0,0,0
W-G-2__42502,0,74.88655,0,0,0,0,0,0,0,0,0,0
W-G-2__42513,0.10214,25.801006,3.680161,0,0,0,0,0,0,0,0,0
W-G-2__42524,0,33.393202,0,0,0,1.417344,0,0,4.94372,0,0,0
W-G-2__42606,0,17.993083,0,0,0,0,0,0,0,0,0,0
W-G-2__42613,0,90.997875,0,0,0,0,0,0,0,0,0,0
W-G-2__42614,38.78603,43.92178,0,0,0,0.236363,0,0,0,0,0,0
W-G-2__42630,0,13.198034,0.586759,0,0,0,0,0,0,0,0,0
W-G-2__42659,5.765864,92.212358,20.112489,0,0.904722,0,4.680604,11.738883,32.472178,0,0,0
W-G-2__42666,4.469662,50.739033,0.841402,0,0,0,0,0,0,0,0,0
W-G-2__42699,0,9.590583,11.60698,0,0,0,0,0,0,0.89144,0.303606,5.394875
W-G-2__4270,3.442422,16.634874,9.219104,0,0,0,0,0,0,1.193496,7.531171,2.057869
W-G-2__42701,0,24.469335,0,0,0,0,0,0,0,0,0,0
W-G-2__42752,0,20.821002,0,0,0,0,0,0,0,0,0,0
W-G-2__42787,0,15.592343,0.176452,0,0,0,0,0,0,0,0,0
W-G-2__4280,0,261.00844,0,0,0,0,0,0,0,0,0,0
W-G-2__42802,0,76.673787,0,0,0,0,0,0,0,0,0,0
W-G-2__42856,34.712642,16.399389,5.856587,0,0,0,0,0,0,0.078226,7.35321,0.588566
W-G-2__42923,2.086847,12.671793,25.589223,0,0,0,0,0,0,0,0,0
W-G-2__42992,0.188992,29.064002,5.777735,0,0,0,0,0,0,0,0,0
W-G-2__43013,24.546857,36.813662,72.793168,0,0,0,0.09107,0,0,0,0,0
W-G-2__43043,0,425.57641,0,0,0,0,0,0,0,0,0,0
W-G-2__43049,0,101.951504,0,0,0,0,0,0,0,0,0,0
W-G-2__43112,13.459325,5.136278,7.734402,0,0,0,0,1.809721,0,7.231525,7.080859,47.608367
W-G-2__43121,0,33.022984,0,0,0,0,0,0,0,0,0,0
W-G-2__4314,0,33.54303,0,0,0,0,0,0,0,0,0,0
W-G-2__43181,1.862579,35.252777,15.091669,0,0,0,0,0,0,336.749031,13.326505,196.943708
W-G-2__43193,0,55.979412,0,0,0,0,0,0,0,0,0,0
W-G-2__43230,0,57.55837,0,0,0,0,0,0,0,0.129028,0.101072,0
W-G-2__43243,0,149.462139,0,0,0,0,0,0,0,0,0,0
W-G-2__43345,12.538709,20.553048,32.594079,0,0,0,0,0,0,0,0,0
W-G-2__43347,0,22.02387,0,0,0,0,0,0,0,0,0,0
W-G-2__43367,31.780082,34.864404,19.444114,0,0,0,0,0,0,5.725159,5.507529,1.605894
W-G-2__43374,0,17.32301,0,0,0,0,0,0,0,0,0,0
W-G-2__4342,0,103.032927,0,0,0,0,0,0,0,0,0,0
W-G-2__43420,38.361605,23.063824,0,0,0,0,0,0,0,16.777341,0.415893,0.159787
W-G-2__43563,0,15.850035,0,0,0,0,0,0,0,0,0,0
W-G-2__43721,299.485838,18.319919,38.726976,0,0,0,0,0,0,3.185353,20.559858,96.78271
W-G-2__43765,0,10.582026,0,0,0,0,0,0,0,0,0,0
W-G-2__43891,0,17.344132,0,0,0,0,0,0,0,0,0,0
W-G-2__43906,0,33.062379,0,0,0,0,0,0,0,0,0,0
W-G-2__43929,2.576753,35.293197,13.189171,0,0,0,0,0,0,2.209593,3.008375,1.543736
W-G-2__43979,0.11286,341.975681,0.561357,0,0,0,0,0,0,0.185621,0.601666,0.68626
W-G-2__44047,1.240812,17.413025,2.201488,0,0,0,0,0,0,0,0,0
W-G-2__44071,0,21.858277,0,0,0,0,0,0,0,0,0,0
W-G-2__44080,0.313571,19.802345,0,0,0,0,0.301544,0,14.137078,0,0,0
W-G-2__44092,6.952164,16.480359,18.463663,0,0,0,0,0,0,0,0,0
W-G-2__44132,2.221612,27.53983,51.100032,0,0,0,0.712134,0,0.848809,0,0.592179,2.843954
W-G-2__44151,0,22.748579,71.197688,0,0,0,0,0,0,0,0,0.059008
W-G-2__44158,0,29.43833,0,0,0,0,0,0,0,0,0,0
W-G-2__44169,0,34.19081,0,0,0,0,0,0,0,0.163092,0,0
W-G-2__44183,0,20.423255,0,0,0,0,0,0,0,0,0,0
W-G-2__44199,0,65.500305,0,0,0,0,0,0,0,0,0,0
W-G-2__44207,0,24.476217,0,0,0,0,0,0,0,0,0,0
W-G-2__44228,2.452214,31.955237,18.614398,0,0,0,0,0,0.44615,0.298016,0,0
W-G-2__44262,0,15.406543,0,0,0,0,0,0,0,0,0,0
W-G-2__44291,0,18.685749,0,0,0,0,0,0,0,0,0,0
W-G-2__44340,0,24.747259,0,0,0,0,0,0,0,0,0,0
W-G-2__44424,4.958238,43.488634,14.149126,0,0,0,0,0,0,0,0,0
W-G-2__44427,0.129501,20.672498,0,0,0,0,0,0,0,0,0,0
W-G-2__44486,0,162.121265,0,0,0,0,0,0,0,0,0,0
W-G-2__44561,0,42.42415,0,0,0,0,0,0,0,0,0,0
W-G-2__44640,0,55.387411,89.087681,0,0,0,0,0,0,0,0,0
W-G-2__44676,0,36.773501,0,0,0,0,0,0,0,0,0,0
W-G-2__44723,0,130.891494,0,0,0,0,0,0,0,0,0,0
W-G-2__44795,0,16.952584,0,0,0,0,0,0,0,0,0,0
W-G-2__44838,0,43.107276,0,0,0,0,0,0,0,0,0,0
W-G-2__44872,0,34.326048,0,0,0,0,0,0,0,0,0,0
W-G-2__44890,0,43.079508,0.331028,0,0,0,0,0,0,2.579208,0.202038,0.485145
W-G-2__44892,0,108.061945,0,0,0,0,0,0,0,0,0,0
W-G-2__44896,905.064185,25.687337,153.60029,0,0,0,0,0,0,60.221556,165.818173,415.244359
W-G-2__44932,7.171782,29.377679,2.962855,0,0,0,0,0,0,0,0,0
W-G-2__44938,0,22.581912,0.116159,0.492477,13.496703,0.245558,0.127886,1.667823,1.219439,3.746936,0.212688,0.408576
W-G-2__450,0.891272,65.144426,0,0,0,0,2.618878,0.344991,34.935587,0,0,0
W-G-2__45003,16.01775,18.402401,0,0,0,0,1.627119,7.662816,44.713965,0,0,0
W-G-2__45033,0,20.4363,0,0,0,0,0,0,0,0,0,0
W-G-2__45046,0,93.007254,0,0,0,0,0,0,0,0,0,0
W-G-2__451,0,17.820644,0,0,0,0,0,0,0,0,0,0
W-G-2__45195,0,17.423268,0,0,0,0,0,0,0,0,0,0
W-G-2__45198,18.540253,50.934179,0,0,0,0,11.115429,2.093897,154.391943,0,0,0
W-G-2__45255,0,15.606907,0,0,0,0,0,0.5081,0.278625,0,0,0
W-G-2__45276,0,13.854751,0,0,0,0,0,0,0,0,0,0
W-G-2__45283,0,18.673847,0,0,0,0,0,0,0,0,0,0
W-G-2__45297,0,24.034043,0,0,0,0,0,0,0,0,0,0
W-G-2__45307,0,45.051883,0,0,0,0,0,0,0,0,0,0
W-G-2__45328,0,26.838036,0,0,0,0,0,0,0,0,0,0
W-G-2__4534,0,20.048597,0,0,0,0,0,0,0,0,0,0
W-G-2__45363,460.455412,57.521255,62.25859,0,0,0,0,0,0,72.609471,308.60781,590.176118
W-G-2__45374,11.310344,298.952799,0,0,0,0,8.916404,0.74746,23.890296,0,0,0
W-G-2__45389,0,1552.64355,0,0,0,0,0,0,0,0,0,0
W-G-2__45437,0.43117,23.194956,0.470767,0,0,0,0,0,0,0.293439,0.287325,0.827931
W-G-2__45457,27.357935,17.545173,14.774584,0,0,0,0,0,0,1.716021,0,0
W-G-2__45475,0,279.030069,0,0,0,0,0,0,0,0,0,0
W-G-2__45564,0,20.198472,0,0,0,0,0,0,0,0,0,0
W-G-2__45567,0,102.654956,0,0,0,0,0,0,0,0,0,0
W-G-2__45568,0,50.308936,0,0,0,0,0,0,0,0,0,0
W-G-2__45666,3.560537,11.338681,5.621951,0,0,0,0,0,0,15.769265,23.653867,27.978815
W-G-2__45696,0,24.542129,0.822518,0,0,0,0,0,0,0,10.111943,78.423789
W-G-2__45728,0,29.348097,0,0,0,0,0,0,0,0,0,0
W-G-2__45752,0,190.533821,0,0,0,0,0,0,0,0,0,0
W-G-2__45768,4.56467,138.955506,0,0,0,0,99.578748,17.722361,120.848218,0,0,0
W-G-2__45833,7.251496,377.800447,3.760783,0.629387,0,0,4.031478,1.105214,50.303211,0.4164,0,0.087027
W-G-2__45910,0.038784,31.432344,0,0,0,0.895187,0,0.270226,0.148183,0,0,0
W-G-2__45912,4.324974,7.295054,1.816215,0,0,0,0,0,0,4.245319,2.494122,4.152399
W-G-2__45939,0,61.56964,0.846889,1.047238,0,0,1.398575,0,0,0,0,0
W-G-2__45967,0,9.363795,4.301728,0,0,0,0,0,0,0.84333,1.2704,15.252807
W-G-2__45979,0,29.247131,0.603441,0,0,0,0,0,0,0,0,0
W-G-2__45992,14.163286,14.235625,0,0,0,0,3.312987,0.533412,2.047539,0,0,0
W-G-2__46049,0,19.374382,0,0,0,0,0,0,0,0,0,0
W-G-2__46067,0,54.338918,0,0,0,0,0,0,0,0,0,0
W-G-2__46088,0,15.117417,0,0,0,0,0,0,0,0,0,0
W-G-2__4615,0,40.32255,0,0,0,0,0,0,0,0,0,0
W-G-2__46232,0.137868,20.073348,2.408465,0,0,0,0,0,0,3.025952,35.141459,5.956504
W-G-2__46245,7.821296,4.402169,6.119261,0,0,0,0,0,0,43.977903,20.151176,32.526525
W-G-2__46263,10.154597,56.770408,10.095612,0,0,0,0,0,0,7.07941,6.436777,25.998421
W-G-2__4629,0,55.882155,0,0,0,0,0,0,0,0,0,0
W-G-2__46333,0,36.830682,0,0,0,0,0,0,0,0,0,0
W-G-2__46382,13.892377,42.717702,0.349843,0,0,0,0,0,0,0,18.073041,358.698871
W-G-2__46446,0,42.568357,0,0,0,0,0,0,0,0,0,0
W-G-2__46485,1.870008,41.298925,0.209409,0,0,0,0,0,0,0,0.287572,0
W-G-2__46487,0,144.465056,0,0,0,0,0,0,0,0,0,0
W-G-2__46535,0,28.950226,0,0,0,0,0,0,0,0,0,0
W-G-2__46541,0.017246,394.495634,0,0,0,0,0,0,0,0,0,0
W-G-2__46559,15.588322,234.625277,0,0,0,0,106.844634,2.903248,654.121916,0,0,0
W-G-2__46578,0,58.926622,0,0,0,0,0,0,0,0,0,0
W-G-2__46620,0,22.049965,0,0,0,0,0,0,0,0,0,0
W-G-2__46664,0,92.297403,0,1.569645,0,0,0,0,0,0,0,0
W-G-2__46678,0,17.414383,0,0,0,0,0,0,0,0,0,0
W-G-2__46684,0,25.608198,0,0,0,0,0.127159,0,3.132313,0,0,0
W-G-2__46695,0,31.202998,0,0,0,0,129.652283,0,2.921891,0,0,0
W-G-2__46704,0.251743,19.07739,0.329834,0,0,0,0.968349,4.03418,1.154197,0,0.100654,0
W-G-2__46715,0,18.611856,0,0,0,0,0,0,0,0,0,0
W-G-2__46728,0,35.221966,0.536567,0,0,0,0,0,0,0,0,0
W-G-2__46778,0.438794,15.651196,0,0,0,0,0,0,0,0,0,0
W-G-2__46779,9.542892,20.088136,5.695865,0,0,0,35.330979,4.210978,1.093813,0.584509,0,0
W-G-2__46817,0,344.182611,0,0,0,0,0,0,0,0,0,0
W-G-2__46819,0,16.511279,0,0,0,0,0,0,0,0,0,0
W-G-2__46821,11.341794,38.307418,0,0,0,0,23.453396,9.854823,49.949674,0,0,0
W-G-2__46824,0,14.523219,0,0,0,0,0,0,0,0,0,0
W-G-2__46880,0,40.280129,0,0,0,0,0,0,0,0,0,0
W-G-2__46892,0.323565,39.845286,0,0,0,0,0,0,0,0,0,0
W-G-2__46900,0,30.835096,0.283628,0,0,0,0,0.150828,0,0,0,0
W-G-2__4691,0,17.466671,0,0,0,0,0,0,0,0,0,0
W-G-2__46925,0.155149,38.465635,0,0,0,0,0.994658,0.540494,5.03861,0,0,0
W-G-2__46978,148.797083,15.836809,22.043919,0,0,0,0,0,0,168.906879,127.322336,299.903096
W-G-2__46984,0,17.153376,0,0,0,0,0,0,0,0,0,0
W-G-2__47045,0,40.55001,0,0,0,0,0,0,0,0,0,0
W-G-2__47047,0,74.388709,0,0,0,0,0,0,0,0,0,0
W-G-2__47054,0,2409.3066,210.001537,0,0,0,0,0,0,0,0,0
W-G-2__47064,48.141916,23.917255,35.631585,0,0,0,2.718012,3.468281,0.548002,1.136909,3.474602,0.064803
W-G-2__47100,0,33.841676,0,0,0,0,0,0,0,0,0,0
W-G-2__47149,0,39.545467,0,0,0,0,0,0,0,0,0,0
W-G-2__47168,8.079704,40.115762,0,0,0,0,0,0,0,0,0,0
W-G-2__47217,0,111.269228,0,0,0,0,0,0,0,0,0.148834,0
W-G-2__47224,67.567833,22.162032,6.034848,0,0,0,0,0,0,36.330613,35.179043,26.858416
W-G-2__47236,0,25.685734,0,0,0,0,0,0,0,0,0.11709,0
W-G-2__47244,0,33.689212,0,0,0,0,0,0,0,0,0,0
W-G-2__47265,100.386202,7.020183,56.235433,0,0,0,0,0,0,4.324114,26.85877,38.422497
W-G-2__47279,0,21.964156,0,0,0,0,0,0,0,0,0,0
W-G-2__47325,0.405517,81.204036,6.198603,0,0,0,0,0,0,0.031844,1.55902,1.437547
W-G-2__47331,7.414358,10.236397,0.899473,0,2.695719,0,0,0,0,0,2.470407,1.515979
W-G-2__47333,0,143.273876,0,0,0,0,0,0,0,0,0,0
W-G-2__4753,0.032263,38757.2905,0.140904,0,0,0,0,0,0,0.032936,0.064499,0.061951
W-G-2__47530,0,38.209593,0.067563,0,0,0,0,0,0,0,0,0
W-G-2__47583,0,126.075299,0,0,0,0,0,0,0,0,0,0
W-G-2__47612,0,113.283864,83.159852,0,0,0,0,0,0,0.022922,2.244487,0.043117
W-G-2__47818,0,96.311996,0,0,0,0,0,0,0,0,0,0
W-G-2__47866,0,13.502473,0,0,0,0,0,0,0,0,0,0
W-G-2__47890,0,25.787169,0,0,0,0,0,0,0,0,0,0
W-G-2__4790,0,12.011602,4.011608,0,0,0,0,0,0,0,0,0
W-G-2__47922,0.547218,19.411888,2.655431,0,0,0,0,0,0,0,0,0
W-G-2__47966,0,18.166238,0,0,0,0,0,0,0,0,0,0
W-G-2__48020,2.959641,23.336308,15.057844,0,0,0.140849,1.833843,0,0,0,0.121995,0
W-G-2__4803,0,28.376708,0,0,0,0,0,0,0,0,0,0
W-G-2__4805,0,27.090524,0,0,0,0,0,0,0,0,0,0
W-G-2__48103,0,40.144224,0,0,0,0,0,0,0,0,0,0
W-G-2__48107,33.016357,40.6042,33.060162,0,0,0,0,0,0,0,0,0
W-G-2__4817,0,32.447726,0,0,0,0,0.310974,0,0,0,0,0
W-G-2__48174,0,216.038002,0,0,0,0,0,0,0,0,0,0
W-G-2__48175,0,14.698264,0,0,0,0,0,0,0,0,0,0
W-G-2__48222,0,23.186913,0,0,0,0,0,0,0,0,0,0
W-G-2__48244,0,207.08597,0,0,0,0,0,0,0,0,0,0
W-G-2__48263,0.128425,92.065861,0,0,0,0,20.480369,0,3.107601,0,0,0
W-G-2__4828,0,61.70387,0,0,0,0,0,0,0,0,0,0
W-G-2__48333,0.932132,32.895227,0,0,0,0,7.645596,3.247267,169.375404,0,0,0
W-G-2__48335,0,16.076615,0,0,0,0,0,0,0,0,0,0
W-G-2__48343,0,96.792305,0,0,0,0,0,0,0,0,0,0
W-G-2__48344,0,41.402351,0,0,0,0,0,0,0,0,0,0
W-G-2__48345,28.002061,47.764196,4.13842,0,0.467297,0,9.391344,5.120067,1.256065,0,0,0
W-G-2__48349,0,15.537978,0.244836,0,0,0,0,0,0,0,9.190077,0.538238
W-G-2__48455,0,61.249302,0,0,0,0,0,0,0,0,0,0
W-G-2__48461,0,32.459599,0,0,0,0,0,0,0,0,0,0
W-G-2__4847,14.6372,30.46098,41.690633,0,0,0,0,0,0,0.371238,3.27153,11.085401
W-G-2__48504,0,29.29128,0,0,0,0,0,0,0,0,0,0
W-G-2__48543,2.787068,35.630559,8.193884,0,0,0,0,0,0,0,0,0
W-G-2__48600,0,40.5827,0,0,0,0,0,0,0,0,0,0
W-G-2__48692,0,34.053442,0,0,0,0,0,0,0,0,0,0
W-G-2__48699,0,55.808391,0,0,0,0,0,0,0,0,0,0
W-G-2__48706,0,33.383382,0,0,0,0,0,0,0,0,0,0
W-G-2__48726,0,29.751785,0,0,0,0,0,0,0,0,0,0
W-G-2__48751,0,186.343944,0,0,0,0,0,0,0,0,0,0
W-G-2__48770,0,36.189306,0,0,0,0,0,0,0,0,0,0
W-G-2__4879,17.448054,254.265107,0,0,0,0,49.483693,10.346173,128.993322,0,0,0
W-G-2__48801,0.31008,52.296059,13.832435,0,0,0,0,0,0,0,0,0
W-G-2__48803,0,443.258934,0,0,0,0,0,0,0,0,0,0
W-G-2__4884,0,29.930266,0,0,0,0,0,0,0,0,0,0
W-G-2__48892,0,17.443333,0,0,0,0,0,0,0,0,0,0
W-G-2__48908,0,67.318101,0,0,0,0,0,0,0,0,0,0
W-G-2__49005,0,205.170799,0,0,0,0,0,0,0,0,0,0
W-G-2__49009,0,23.447717,0,0,0,0,0,0,0,0,0,0
W-G-2__49011,49.817952,37.360597,92.26663,0,0,0,0,0,0,0,0,0
W-G-2__49012,0,19.551317,0,0,0,0,0,0,0,0.16732,0,0
W-G-2__49014,5.762329,15.279929,12.50987,0,0,0,0,0,0,0.855007,0,0
W-G-2__49022,68.950809,30.516206,60.628849,0,0,0,0,0,0,134.131474,104.447672,183.058021
W-G-2__49072,0,26.571989,3.651413,0,0,0,0.472944,0.342662,0.469761,5.472448,1.278158,3.683029
W-G-2__49083,1.598183,12.440656,3.380846,0,0,0,16.449476,5.915563,0.095409,0,0,0
W-G-2__49201,1.637663,16.142312,0,0,0,0,0,0,0,0,0,0
W-G-2__49240,9.303381,23.582775,0,0,0,0,1.288116,0,40.477028,0.248621,33.302728,0
W-G-2__49257,30.28646,39.272196,5.235605,0,0,0,0.388991,65.488286,0.168599,0,0,0.367182
W-G-2__4926,0,24.820104,0,0,0,0,0,0,0,0,0,0
W-G-2__49281,0,18.173084,0,0,0,0,0,0,0,0,0,0
W-G-2__4932,0,182.299717,0,0,0,0,0,0,0,0,0,0
W-G-2__49332,1.706432,32.220062,6.300809,0,1.124576,0,0,0,0,0.696802,3.101291,0.238304
W-G-2__49384,0,2470.87447,0,0,0,0,0,0,0,0,0,0
W-G-2__4942,0.841653,40.259617,19.096164,0,0,0,0,0,0,0.125736,0.36935,3.508205
W-G-2__4943,0,26.440743,0,0,0,0,0,0,0,0,0,0
W-G-2__49443,0,55.505222,0,0,0,0,0,0,0,0,0,0
W-G-2__49498,0,37.368887,0.144465,0,0,0,0,0,0,0,0,0.127034
W-G-2__49509,170.696655,16.772338,76.964417,0,0,0,0,0,0,0,0,0
W-G-2__49525,0,18.297586,0,0,0,0,0,0,0,0,0,0
W-G-2__49600,0,31.560112,0,0,0,0,0,0,0,0,0,0
W-G-2__49678,0,67.044524,0,0,0,0,0,0,0,0,0,0
W-G-2__49718,0,86.784773,0,0,0,0,0,0,0,0,0,0
W-G-2__49742,39.209647,4.93369,10.657459,0,0,0,0,0,0,0,0,0
W-G-2__49759,0,27.334399,0,0,0,0,0,0,0,0,0,0
W-G-2__49774,0,23.382875,0,0,0,0,0,0,0,0,0,0
W-G-2__49775,0.081772,45.615155,0,0,0,0,0,0,0,0,0,0
W-G-2__49785,0,26.538918,0,0,0,0,0,0,0,0,0,0
W-G-2__49864,0,413.914758,0,0,0,0,0,0,0,0,0,0
W-G-2__49874,0,17.482436,0,0,0,0,0,0,0,0,0,0
